-7.0665e-11,-0.48458
-7.0661e-11,-0.40093
-7.0658e-11,-0.30425
-7.0654e-11,-0.19765
-7.0651e-11,-0.084581
-7.0647e-11,0.031297
-7.0644e-11,0.14623
-7.064e-11,0.2565
-7.0637e-11,0.35854
-7.0633e-11,0.44902
-7.063e-11,0.52502
-7.0626e-11,0.58405
-7.0623e-11,0.62421
-7.0619e-11,0.64418
-7.0615e-11,0.64329
-7.0612e-11,0.62157
-7.0608e-11,0.57971
-7.0605e-11,0.51904
-7.0601e-11,0.44152
-7.0598e-11,0.34965
-7.0594e-11,0.2464
-7.0591e-11,0.13511
-7.0587e-11,0.019363
-7.0584e-11,-0.097081
-7.058e-11,-0.21045
-7.0577e-11,-0.31708
-7.0573e-11,-0.41351
-7.057e-11,-0.49661
-7.0566e-11,-0.56368
-7.0562e-11,-0.61253
-7.0559e-11,-0.64158
-7.0555e-11,-0.64987
-7.0552e-11,-0.63712
-7.0548e-11,-0.60372
-7.0545e-11,-0.55076
-7.0541e-11,-0.47992
-7.0538e-11,-0.39349
-7.0534e-11,-0.29426
-7.0531e-11,-0.18544
-7.0527e-11,-0.070546
-7.0524e-11,0.04671
-7.052e-11,0.16253
-7.0517e-11,0.27316
-7.0513e-11,0.37502
-7.0509e-11,0.4648
-7.0506e-11,0.53958
-7.0502e-11,0.59695
-7.0499e-11,0.63501
-7.0495e-11,0.65254
-7.0492e-11,0.64895
-7.0488e-11,0.62434
-7.0485e-11,0.5795
-7.0481e-11,0.51586
-7.0478e-11,0.43547
-7.0474e-11,0.34093
-7.0471e-11,0.23529
-7.0467e-11,0.12195
-7.0463e-11,0.0045954
-7.046e-11,-0.11299
-7.0456e-11,-0.22699
-7.0453e-11,-0.33372
-7.0449e-11,-0.42972
-7.0446e-11,-0.51186
-7.0442e-11,-0.57748
-7.0439e-11,-0.62445
-7.0435e-11,-0.65123
-7.0432e-11,-0.65694
-7.0428e-11,-0.64138
-7.0425e-11,-0.60504
-7.0421e-11,-0.54908
-7.0418e-11,-0.47531
-7.0414e-11,-0.3861
-7.041e-11,-0.28432
-7.0407e-11,-0.17327
-7.0403e-11,-0.056538
-7.04e-11,0.062107
-7.0396e-11,0.17882
-7.0393e-11,0.28982
-7.0389e-11,0.39152
-7.0386e-11,0.4806
-7.0382e-11,0.55419
-7.0379e-11,0.60988
-7.0375e-11,0.64586
-7.0372e-11,0.66096
-7.0368e-11,0.65466
-7.0365e-11,0.62716
-7.0361e-11,0.57934
-7.0358e-11,0.51272
-7.0354e-11,0.42946
-7.035e-11,0.33224
-7.0347e-11,0.22419
-7.0343e-11,0.10881
-7.034e-11,-0.010172
-7.0336e-11,-0.12891
-7.0333e-11,-0.24355
-7.0329e-11,-0.35039
-7.0326e-11,-0.44595
-7.0322e-11,-0.52715
-7.0319e-11,-0.59133
-7.0315e-11,-0.63641
-7.0312e-11,-0.66092
-7.0308e-11,-0.66404
-7.0305e-11,-0.64567
-7.0301e-11,-0.60638
-7.0297e-11,-0.54743
-7.0294e-11,-0.47072
-7.029e-11,-0.37872
-7.0287e-11,-0.27438
-7.0283e-11,-0.1611
-7.028e-11,-0.042514
-7.0276e-11,0.077527
-7.0273e-11,0.19514
-7.0269e-11,0.30652
-7.0266e-11,0.40805
-7.0262e-11,0.49645
-7.0259e-11,0.56883
-7.0255e-11,0.62285
-7.0252e-11,0.65674
-7.0248e-11,0.66939
-7.0244e-11,0.66039
-7.0241e-11,0.62999
-7.0237e-11,0.57918
-7.0234e-11,0.50958
-7.023e-11,0.42344
-7.0227e-11,0.32353
-7.0223e-11,0.21307
-7.022e-11,0.095636
-7.0216e-11,-0.024975
-7.0213e-11,-0.14486
-7.0209e-11,-0.26015
-7.0206e-11,-0.36709
-7.0202e-11,-0.46222
-7.0199e-11,-0.54246
-7.0195e-11,-0.6052
-7.0191e-11,-0.64838
-7.0188e-11,-0.67061
-7.0184e-11,-0.67115
-7.0181e-11,-0.64995
-7.0177e-11,-0.60771
-7.0174e-11,-0.54576
-7.017e-11,-0.4661
-7.0167e-11,-0.37129
-7.0163e-11,-0.2644
-7.016e-11,-0.14887
-7.0156e-11,-0.028442
-7.0153e-11,0.092994
-7.0149e-11,0.21151
-7.0145e-11,0.32325
-7.0142e-11,0.42462
-7.0138e-11,0.51231
-7.0135e-11,0.58348
-7.0131e-11,0.63582
-7.0128e-11,0.66761
-7.0124e-11,0.67781
-7.0121e-11,0.66608
-7.0117e-11,0.63277
-7.0114e-11,0.57897
-7.011e-11,0.50638
-7.0107e-11,0.41735
-7.0103e-11,0.31475
-7.01e-11,0.20188
-7.0096e-11,0.082402
-7.0093e-11,-0.039832
-7.0089e-11,-0.16086
-7.0085e-11,-0.27677
-7.0082e-11,-0.38381
-7.0078e-11,-0.4785
-7.0075e-11,-0.55777
-7.0071e-11,-0.61904
-7.0068e-11,-0.66032
-7.0064e-11,-0.68025
-7.0061e-11,-0.67818
-7.0057e-11,-0.65416
-7.0054e-11,-0.60895
-7.005e-11,-0.54399
-7.0047e-11,-0.46138
-7.0043e-11,-0.36378
-7.004e-11,-0.25433
-7.0036e-11,-0.13657
-7.0032e-11,-0.014311
-7.0029e-11,0.1085
-7.0025e-11,0.22789
-7.0022e-11,0.33999
-7.0018e-11,0.44117
-7.0015e-11,0.52814
-7.0011e-11,0.59808
-7.0008e-11,0.64871
-7.0004e-11,0.67839
-7.0001e-11,0.68612
-6.9997e-11,0.67166
-6.9994e-11,0.63545
-6.999e-11,0.57864
-6.9987e-11,0.50307
-6.9983e-11,0.41116
-6.9979e-11,0.30588
-6.9976e-11,0.19062
-6.9972e-11,0.069107
-6.9969e-11,-0.054728
-6.9965e-11,-0.17688
-6.9962e-11,-0.2934
-6.9958e-11,-0.4005
-6.9955e-11,-0.49472
-6.9951e-11,-0.573
-6.9948e-11,-0.63279
-6.9944e-11,-0.67214
-6.9941e-11,-0.68977
-6.9937e-11,-0.68509
-6.9934e-11,-0.65823
-6.993e-11,-0.61005
-6.9926e-11,-0.5421
-6.9923e-11,-0.45655
-6.9919e-11,-0.35617
-6.9916e-11,-0.24418
-6.9912e-11,-0.12422
-6.9909e-11,-0.00014495
-6.9905e-11,0.12402
-6.9902e-11,0.24426
-6.9898e-11,0.35669
-6.9895e-11,0.45765
-6.9891e-11,0.54387
